id,amount,location,time
14424,9658.41,MUM,18:55
14425,1633.29,CHI,06:45
14426,3360.14,TX,14:00
14427,613.212,MUM,08:52
14428,1014.01,TOK,10:02
14429,673.328,NY,05:29
14430,5724.16,TOK,19:25
14431,2754.8,LA,10:18
14432,1099.42,MUM,00:05
14433,4148.26,TX,00:21
14434,5140.49,TX,18:50
14435,6665.79,LON,19:55
14436,5196.73,TOK,22:14
14437,3720.31,NY,10:46
14438,3590.51,TOK,16:38
14439,3316.71,PAR,07:38
14440,9115.28,TOK,08:30
14441,1040.63,PAR,10:33
14442,2280.53,LON,06:19
14443,1573.39,NY,18:45
14444,5376.35,LON,19:30
14445,5238.8,CHI,18:15
14446,5866.31,MUM,20:00
14447,1970.67,LA,18:03
14448,170.312,TX,12:34
14449,578.326,LON,14:37
14450,1212.19,LA,09:57
14451,9893.74,NY,01:25
14452,2248.25,LON,08:42
14453,1467.55,NY,00:14
14454,2672.95,MUM,14:16
14455,6033.74,MUM,01:16
14456,2166.52,TOK,14:03
14457,8846.46,LA,19:27
14458,8379.03,TX,11:00
14459,7239.53,TX,04:23
14460,3789.94,TX,02:04
14461,5344.89,LA,12:18
14462,4218.17,TX,16:13
14463,6957.92,LA,17:29
14464,7519.7,TOK,07:22
14465,9093.04,MUM,17:17
14466,879.009,LON,03:21
14467,6592.38,MUM,17:20
14468,7903.45,TOK,02:53
14469,3836.55,PAR,10:12
14470,35.6794,LON,00:14
14471,7478.3,NY,11:54
14472,4948.24,NY,22:44
14473,6639.97,PAR,05:10
14474,1970.5,LON,13:27
14475,7003.13,PAR,15:12
14476,4616.48,TOK,07:29
14477,6335.47,PAR,20:04
14478,4801.93,LON,19:44
14479,7237.39,CHI,00:00
14480,7374.5,LON,00:48
14481,262.029,LON,08:34
14482,9169.55,TX,05:10
14483,4069.74,PAR,13:32
14484,6700.12,TX,20:22
14485,9477.15,MUM,09:52
14486,2462.3,TX,04:24
14487,5434.07,LA,18:27
14488,532.746,LA,14:32
14489,4816.28,PAR,02:54
14490,1131.85,CHI,09:16
14491,7496.45,CHI,20:54
14492,254.11,CHI,09:54
14493,9111.76,LON,06:14
14494,3588.67,LON,23:22
14495,3995.62,LON,16:15
14496,8379.17,LA,23:30
14497,1814.84,MUM,08:23
14498,3594.33,LON,09:04
14499,1274.32,PAR,20:37
14500,2321.9,CHI,21:48
14501,8704.64,LA,02:21
14502,3339.44,NY,03:04
14503,8108.23,TOK,09:21
14504,6272.67,LA,17:46
14505,2355.7,PAR,16:05
14506,7079.37,CHI,10:03
14507,4233.03,TOK,23:16
14508,4701.51,CHI,22:02
14509,8663.06,LON,05:39
14510,1973.14,TOK,01:26
14511,7552.16,TX,04:49
14512,672.823,CHI,04:47
14513,4655.59,TX,18:04
14514,6469.36,MUM,17:35
14515,5463.34,LON,11:16
14516,6852.07,CHI,22:22
14517,618.796,TOK,02:23
14518,9999.88,TX,11:40
14519,8001.31,CHI,18:51
14520,4367.56,TX,02:41
14521,8987.19,MUM,14:18
14522,6643.89,PAR,02:07
14523,6198.53,TX,15:22
14524,1824.62,LA,19:14
14525,4132.51,PAR,15:09
14526,8697.44,LA,12:38
14527,6155.68,CHI,17:41
14528,3366.82,TOK,16:17
14529,5955.95,LA,00:22
14530,7285.88,CHI,02:03
14531,6466.46,MUM,19:05
14532,9493.42,NY,09:59
14533,9257.07,CHI,05:56
14534,1016.32,LON,22:01
14535,1429.98,LA,10:25
14536,9467.17,TOK,11:36
14537,2416.08,MUM,15:15
14538,58.9285,NY,20:14
14539,1619.85,CHI,23:14
14540,370,MUM,07:55
14541,2722.79,LA,18:16
14542,8315.23,LA,05:14
14543,6095.92,CHI,08:48
14544,7252.9,TOK,09:45
14545,6017.04,CHI,02:53
14546,6393.55,LON,01:01
14547,3218.79,CHI,12:16
14548,4220.03,PAR,07:15
14549,6340.16,PAR,04:56
14550,5816.24,LON,02:40
14551,381.772,LA,16:13
14552,5724.7,TX,17:50
14553,1710.51,TOK,23:23
14554,1889.69,CHI,01:55
14555,5256.65,NY,19:07
14556,7326.04,LA,10:15
14557,5046.79,TOK,08:46
14558,4525.12,MUM,19:22
14559,3713.23,LON,20:01
14560,8622.04,CHI,13:59
14561,7841.51,NY,04:19
14562,5822,TX,11:09
14563,4995.89,TX,01:35
14564,9301.79,CHI,11:24
14565,6520.11,LON,23:50
14566,2783.88,TOK,16:35
14567,9928.83,TX,12:35
14568,9804.19,CHI,18:46
14569,3135.08,PAR,10:15
14570,8221.13,TX,09:16
14571,1549.92,NY,17:23
14572,3694.23,LA,05:35
14573,9411.25,TOK,14:00
14574,7615.51,NY,12:58
14575,9022.01,TX,01:05
14576,4598.94,MUM,05:21
14577,9425.4,LON,13:05
14578,4746.23,TX,05:53
14579,677.607,CHI,17:54
14580,8288.86,TOK,08:35
14581,4061.21,LON,02:41
14582,5596.8,LON,11:18
14583,6587.34,PAR,20:10
14584,3562.26,LA,13:11
14585,7415.53,LA,19:22
14586,4619.51,TX,15:07
14587,3795.77,LA,03:22
14588,5023.99,TOK,14:39
14589,5901.29,NY,13:42
14590,8093.13,MUM,09:11
14591,6887.35,PAR,16:03
14592,5167.13,TOK,22:10
14593,6774.83,TOK,18:45
14594,2934.08,MUM,20:07
14595,60.2835,PAR,00:47
14596,1667.96,PAR,15:42
14597,4699.48,LON,11:14
14598,7443.39,LA,23:03
14599,8317.18,CHI,08:19
14600,3616.46,LA,03:04
14601,4436.13,PAR,08:24
14602,615.247,MUM,02:53
14603,7336.74,NY,11:49
14604,4564.07,MUM,08:55
14605,3117.98,MUM,08:29
14606,9983.35,MUM,04:13
14607,9513.34,TOK,05:01
14608,1592.04,TX,23:46
14609,4477.79,CHI,01:57
14610,8170.46,TOK,20:38
14611,7457.13,NY,22:13
14612,2628.18,NY,15:28
14613,140.581,PAR,20:52
14614,341.154,CHI,14:16
14615,5091.65,TOK,16:29
14616,7529.3,LA,13:16
14617,9724.79,CHI,09:58
14618,8168.96,TX,06:05
14619,7439.45,NY,22:03
14620,7054.58,CHI,22:53
14621,989.141,TX,08:07
14622,8925.81,PAR,20:20
14623,2204.38,CHI,20:28
14624,1909.94,NY,22:26
14625,5202.09,CHI,09:34
14626,8941.45,TX,08:21
14627,7259.88,CHI,00:57
14628,7462.22,NY,22:06
14629,6907.33,NY,00:54
14630,2758.52,TOK,08:17
14631,9093.94,TX,02:43
14632,3760.56,LON,10:13
14633,2372.82,CHI,22:21
14634,8481.62,MUM,23:12
14635,9693.34,NY,02:45
14636,2593.97,TOK,02:57
14637,3025.1,TOK,07:04
14638,1727.3,NY,08:40
14639,7110.56,MUM,01:02
14640,241.972,TOK,16:31
14641,1312.85,LA,00:38
14642,7940.85,LA,12:23
14643,8382.51,NY,14:50
14644,3249.11,LA,15:22
14645,5889.6,NY,15:53
14646,6458.75,NY,16:47
14647,937.826,LA,13:48
14648,9169,CHI,04:04
14649,9741.15,LA,14:02
14650,3212.88,LON,17:09
14651,6821.89,LON,20:07
14652,749.323,TX,13:25
14653,7128.11,LON,19:42
14654,8794.99,TOK,01:04
14655,1296.22,CHI,17:19
14656,4078.67,PAR,19:49
14657,8708.71,CHI,18:27
14658,9517.58,LON,13:13
14659,2878.27,TOK,10:42
14660,3089.15,PAR,02:00
14661,1264.95,NY,13:40
14662,5987.17,LA,06:27
14663,7161.02,MUM,16:13
14664,9616.88,NY,14:04
14665,174.398,CHI,04:51
14666,2162.15,PAR,16:00
14667,3083.37,LA,22:43
14668,4464.4,LA,14:46
14669,3905.71,MUM,23:47
14670,430.547,MUM,16:28
14671,8162.38,LON,07:13
14672,4671.54,NY,06:06
14673,2957.57,MUM,12:30
14674,4483.52,LA,03:25
14675,2550.11,LON,16:50
14676,4976.48,LA,13:33
14677,7539.04,MUM,16:09
14678,2264.94,TX,09:04
14679,1517.97,LON,04:37
14680,4561.44,PAR,12:17
14681,9089.39,LON,19:10
14682,7282.68,LON,13:25
14683,4829.8,MUM,23:28
14684,8645.11,TOK,20:02
14685,6051.76,CHI,10:48
14686,4992.58,NY,17:09
14687,3845.6,MUM,04:16
14688,9145.66,PAR,09:35
14689,137.474,LON,02:55
14690,7231.19,MUM,08:24
14691,7148.43,TX,04:02
14692,5463.06,NY,14:29
14693,5433.33,MUM,19:26
14694,6648.46,LA,22:09
14695,4746.41,NY,20:48
14696,5591.57,NY,22:19
14697,8681.3,TX,16:30
14698,1529.67,PAR,13:09
14699,8587.08,MUM,00:16
14700,1655.65,LON,07:31
14701,345.723,PAR,22:22
14702,177.402,PAR,05:52
14703,9829.71,MUM,20:34
14704,6150.88,TOK,15:21
14705,1257.2,PAR,19:27
14706,437.709,MUM,19:10
14707,9284.56,NY,23:56
14708,5140.18,MUM,15:13
14709,6180.96,NY,07:13
14710,1629.9,LON,07:39
14711,1991.15,CHI,11:35
14712,2266.84,CHI,20:27
14713,3184.81,LON,02:18
14714,2479.94,LON,03:37
14715,1879.26,TOK,07:10
14716,672.316,TOK,22:34
14717,6737.41,TX,10:21
14718,5145.6,PAR,18:56
14719,8083.06,TX,11:43
14720,1525.96,TOK,09:40
14721,2974.91,TOK,11:44
14722,1228.05,CHI,16:14
14723,3288.34,TX,22:10
14724,9369.91,NY,09:49
14725,7338.43,TX,08:50
14726,8107.43,CHI,17:24
14727,2976.32,CHI,08:14
14728,3682.82,PAR,19:35
14729,8549.16,PAR,02:06
14730,4235.19,LA,16:39
14731,4598.92,NY,06:53
14732,7715.75,TX,07:40
14733,6409.83,PAR,02:35
14734,4026.42,LON,16:34
14735,6849.18,LA,13:21
14736,7096.6,LA,21:34
14737,5822.31,NY,18:22
14738,3813.85,NY,20:45
14739,1154.79,LA,00:50
14740,6438.64,TOK,01:48
14741,2659.73,LON,20:23
14742,5948.48,MUM,10:14
14743,4047.19,TX,08:53
14744,2720.6,NY,13:09
14745,1321.18,TX,19:24
14746,718.212,CHI,19:52
14747,2321.82,MUM,19:56
14748,5536.08,PAR,22:32
14749,6510.89,CHI,12:42
14750,5043.05,MUM,07:55
14751,3421.49,LON,05:44
14752,8871.41,LON,09:03
14753,9433.86,LA,21:39
14754,9387.61,LON,01:00
14755,2206.73,LA,21:46
14756,5905.53,NY,02:34
14757,4452.38,LON,03:35
14758,56.8331,MUM,07:28
14759,4009.96,CHI,10:19
14760,1201.98,LON,02:06
14761,2802.26,CHI,20:06
14762,996.836,CHI,04:28
14763,1761.65,NY,09:16
14764,684.364,LON,11:06
14765,9219.6,MUM,09:54
14766,5862.88,LA,08:27
14767,4224.89,LA,22:35
14768,8299.88,NY,15:38
14769,8555.03,LON,10:45
14770,1142.13,CHI,01:19
14771,6387.59,TX,03:47
14772,3643.91,TOK,14:30
14773,450.057,TOK,17:04
14774,5679.33,TX,15:49
14775,1887.96,LON,12:54
14776,4982.9,MUM,02:46
14777,3014.44,CHI,18:21
14778,1376.82,NY,00:45
14779,9617.74,MUM,15:28
14780,5442.67,LON,23:06
14781,5784.36,LA,07:32
14782,7975.37,LON,14:59
14783,5372.68,TOK,12:02
14784,8814.27,LA,11:54
14785,7580.93,LA,13:16
14786,6083.38,CHI,19:49
14787,3342.72,TOK,05:55
14788,2529.71,NY,17:45
14789,7666.22,TX,13:04
14790,6239.53,CHI,07:41
14791,6569.2,LA,13:42
14792,9433.96,TOK,03:23
14793,1046.06,NY,09:23
14794,8793.86,LON,02:52
14795,7648.27,LON,14:31
14796,190.845,LA,05:29
14797,7344.92,TX,14:47
14798,6768.65,TX,12:07
14799,300.802,LA,11:53
14800,7253.59,MUM,23:16
14801,5092.06,NY,13:20
14802,5117.27,TOK,10:32
14803,5155.25,TOK,05:26
14804,8884.7,MUM,01:33
14805,4389.16,PAR,05:47
14806,1674.3,TOK,12:49
14807,8474.95,PAR,18:18
14808,5044.51,PAR,04:36
14809,166.464,LA,02:45
14810,7302.33,TOK,23:43
14811,7733.64,LA,09:07
14812,2894.01,TOK,00:32
14813,910.548,PAR,04:26
14814,9134.91,TOK,18:55
14815,6171.18,PAR,14:00
14816,1077.14,TOK,05:21
14817,6714.48,LA,16:20
14818,4457.79,PAR,01:18
14819,1562.32,MUM,09:28
14820,3392.71,NY,11:40
14821,2850.53,CHI,11:29
14822,6913.77,PAR,14:15
14823,5269.11,LA,10:53
14824,3102.27,NY,19:30
14825,5968.51,TX,19:07
14826,3126.31,LA,01:07
14827,10.6983,TOK,07:15
14828,9728.11,LA,15:27
14829,944.67,LON,02:24
14830,2425.21,TOK,18:13
14831,7507.6,LA,12:41
14832,6119.26,TOK,00:31
14833,1116.02,LON,23:48
14834,1712.53,TX,06:45
14835,452.399,TX,07:32
14836,6571.46,LON,10:57
14837,7857.83,NY,05:49
14838,1768.42,PAR,16:26
14839,569.561,TX,00:23
14840,5761.84,CHI,02:27
14841,3414.13,LON,05:20
14842,8469.28,TX,00:56
14843,250.66,TOK,11:44
14844,2717.4,NY,20:18
14845,2882.78,NY,02:03
14846,5557.53,NY,16:55
14847,6079.14,TOK,15:57
14848,4990.4,LON,05:09
14849,7542.99,LON,08:46
14850,5825.04,LA,00:44
14851,1992.07,CHI,04:53
14852,1679.1,CHI,05:10
14853,1349.49,LA,05:16
14854,2551.37,PAR,19:21
14855,6595.16,TX,20:50
14856,3792.62,PAR,18:32
14857,6845.49,PAR,20:41
14858,6704.76,CHI,11:44
14859,6067.44,NY,11:47
14860,2337.96,NY,11:04
14861,3034.23,NY,08:01
14862,4586.05,TX,20:37
14863,3513.15,LON,11:44
14864,7175.47,CHI,10:53
14865,1001.28,TX,04:45
14866,2372.45,CHI,17:16
14867,3887.76,LON,10:10
14868,9530.71,LON,00:18
14869,2354.27,LON,23:57
14870,5968.88,TX,07:05
14871,5173.84,CHI,05:53
14872,2426.38,MUM,09:00
14873,185.425,TOK,00:58
14874,4658.19,TX,08:03
14875,9236.71,NY,04:59
14876,5272.49,LON,11:03
14877,5976.69,PAR,12:09
14878,1274.09,PAR,09:06
14879,2116.88,TX,06:28
14880,7776.99,TX,15:19
14881,8046.27,TX,03:11
14882,816.351,LA,03:11
14883,9131.72,LA,08:13
14884,3632.27,MUM,12:34
14885,1819.25,NY,13:24
14886,2832.5,PAR,11:06
14887,8478.65,CHI,14:25
14888,9892.45,CHI,00:05
14889,7680.66,LON,20:08
14890,6039.46,TX,08:27
14891,4413.84,CHI,23:21
14892,7755.81,TOK,16:09
14893,8169.5,TOK,17:52
14894,1920.18,NY,19:14
14895,1607.03,CHI,17:46
14896,6629.55,TOK,10:24
14897,2666.29,NY,17:58
14898,5106.92,MUM,05:09
14899,4144.46,TX,01:58
14900,4901.27,PAR,12:51
14901,5803.7,TOK,23:20
14902,5538.66,MUM,22:01
14903,8372.86,LON,11:41
14904,3874.4,LON,10:07
14905,9614.53,PAR,06:10
14906,4801.81,MUM,13:14
14907,1794.78,LON,18:28
14908,6380.75,PAR,04:24
14909,9414.24,TX,20:20
14910,771.729,TX,07:01
14911,9659.96,NY,01:06
14912,4331.2,MUM,18:18
14913,3758.15,LON,20:32
14914,3935.02,NY,08:58
14915,9955.68,LON,16:57
14916,6310.94,PAR,01:28
14917,3958.53,NY,19:35
14918,1675.38,LA,10:58
14919,3772.43,LA,11:34
14920,6228.13,LA,14:34
14921,6168.95,TOK,13:58
14922,1179.7,LA,04:38
14923,7631.51,LON,22:16
14924,7785.86,CHI,05:32
14925,8198.29,CHI,00:54
14926,8506.37,NY,05:01
14927,5204.63,TOK,01:43
14928,3189.26,CHI,07:14
14929,9063.57,NY,12:05
14930,9781.46,TOK,03:11
14931,2034,CHI,07:16
14932,354.515,TOK,15:28
14933,3258.41,MUM,09:13
14934,5636.69,LON,04:48
14935,9242.96,PAR,13:50
14936,3972.52,CHI,01:44
14937,8024.71,TX,06:25
14938,5827.35,LON,18:04
14939,1196.58,TOK,04:54
14940,8923.81,NY,13:16
14941,4791.25,NY,16:37
14942,5486.77,MUM,22:49
14943,1670.62,LON,05:43
14944,8050.59,LON,15:32
14945,4215.86,TX,15:33
14946,1423.03,NY,22:17
14947,5462.26,PAR,10:32
14948,8922.57,TOK,07:37
14949,3848.96,MUM,16:07
14950,9675.43,MUM,01:41
14951,9954.17,CHI,02:37
14952,2907.59,LON,18:36
14953,9509.32,LA,03:08
14954,1013.62,NY,03:23
14955,7245.6,NY,23:33
14956,1223.77,LA,00:20
14957,6208.32,LA,23:18
14958,8695.08,NY,06:40
14959,7189.73,LA,12:09
14960,1795.23,PAR,02:09
14961,4817.14,LON,23:51
14962,1391.99,NY,03:45
14963,7224.1,TOK,04:29
14964,8362.59,TOK,19:47
14965,2605.9,TOK,00:28
14966,7188.31,LA,21:51
14967,8351.16,MUM,09:38
14968,787.112,MUM,13:08
14969,5371.07,LON,04:15
14970,2046.32,LON,06:54
14971,1461.52,MUM,23:35
14972,6913.79,TOK,20:04
14973,1270.07,PAR,02:33
14974,4839.18,LA,08:08
14975,5415.97,NY,19:32
14976,198.996,NY,23:01
14977,2577.84,LA,21:36
14978,3519.04,CHI,00:35
14979,647.17,TX,21:41
14980,7017.51,TX,07:08
14981,7338.72,LA,02:12
14982,2325.22,CHI,03:33
14983,2348.82,TX,11:33
14984,570.088,LON,15:46
14985,2880.75,PAR,04:31
14986,6064.63,MUM,19:12
14987,3136.54,CHI,00:11
14988,6843.69,TOK,11:06
14989,9462.64,CHI,19:45
14990,315.704,TOK,00:56
14991,9235.53,TX,00:59
14992,2570.29,LON,06:53
14993,9907.7,NY,06:44
14994,4987.17,LON,03:17
14995,8172.15,LON,19:21
14996,8804.6,LA,01:43
14997,5208.51,TOK,08:16
14998,9167.14,TX,00:41
14999,5389.2,LA,05:56
15000,3804.15,TX,14:13
15001,8836.74,CHI,16:48
15002,6497.41,PAR,09:32
15003,6232.45,LA,15:10
15004,4754.68,LA,17:44
15005,8395.74,MUM,09:03
15006,8850.5,LA,14:29
15007,2979.2,LA,15:17
15008,7184.3,MUM,13:25
15009,7440.94,CHI,09:15
15010,5052.5,TOK,06:40
15011,3040.95,LA,15:38
15012,864.373,NY,09:38
15013,6660.8,PAR,15:11
15014,9817.1,NY,07:43
15015,6853.72,CHI,15:38
15016,6477.18,LA,09:53
15017,312.965,NY,17:01
15018,4297.12,LON,07:44
15019,8736.79,NY,12:58
15020,8134.12,TOK,17:35
15021,4038.94,PAR,10:03
15022,1961.87,PAR,09:23
15023,5392.51,LA,09:56
15024,4772.19,LON,22:51
15025,8605.98,MUM,06:37
15026,8293.81,TOK,12:33
15027,9077.35,MUM,05:48
15028,1985.83,TX,07:30
15029,9436.9,CHI,23:37
15030,2742.57,MUM,07:30
15031,1702.81,LA,21:17
15032,1469.38,LA,21:00
15033,9157.57,NY,16:15
15034,7197.5,TOK,17:44
15035,6837.47,CHI,14:58
15036,4859.83,MUM,09:09
15037,9782.87,CHI,18:34
15038,5205.8,LON,11:39
15039,8032.6,NY,00:01
15040,2690.24,TX,04:47
15041,1101.09,LA,21:30
15042,3392.58,TX,21:48
15043,60.1444,TOK,09:58
15044,9616.36,NY,21:36
15045,7077.31,TX,08:29
15046,2569.57,LA,15:00
15047,3105.61,LON,08:37
15048,8018.17,PAR,05:44
15049,588.267,TX,22:28
15050,6118.85,TX,14:27
15051,1824.56,TOK,22:22
15052,3398.63,LON,09:12
15053,7181.09,LA,00:57
15054,3319.23,TOK,14:11
15055,9999.82,TOK,07:26
15056,4469.15,CHI,22:12
15057,290.35,CHI,14:57
15058,2893.4,PAR,10:38
15059,4588.53,LA,08:35
15060,9642.06,TX,01:37
15061,1585.36,LON,21:47
15062,8853.77,PAR,07:04
15063,1836.18,LA,18:57
15064,9962.28,TX,14:33
15065,2049.66,CHI,04:54
15066,9950.94,TX,03:22
15067,8007.64,PAR,10:19
15068,1569.64,MUM,05:48
15069,9025.74,TX,16:17
15070,6229.74,PAR,14:33
15071,6582.66,NY,04:03
15072,1604.32,PAR,17:04
15073,4454.73,PAR,03:37
15074,6537.23,TX,17:59
15075,1375.4,LA,17:22
15076,9223.61,NY,23:54
15077,4902.45,NY,14:15
15078,4456.87,TOK,14:40
15079,1815.41,LA,18:41
15080,8271.72,PAR,09:04
15081,5524.12,LON,01:28
15082,9933.82,MUM,04:29
15083,1599.06,TOK,14:48
15084,4058,TOK,16:10
15085,8991.34,MUM,04:05
15086,5969.26,LA,09:35
15087,8516.12,NY,15:38
15088,5444.79,TOK,09:04
15089,4087.48,CHI,14:30
15090,3536.37,NY,11:57
15091,7087.32,PAR,13:52
15092,1154.82,PAR,00:08
15093,6753.32,LA,03:39
15094,8541.8,LA,14:57
15095,4187.76,CHI,16:08
15096,7391.32,TX,12:48
15097,6901.27,CHI,16:15
15098,7551.45,LON,23:28
15099,9369.14,TX,06:49
15100,9785.15,LA,11:44
15101,5268.11,TX,10:37
15102,6158.44,CHI,06:13
15103,2747.12,LON,23:42
15104,87.9044,PAR,07:57
15105,8196.17,LON,04:15
15106,8706.42,TX,11:52
15107,3385.16,NY,14:56
15108,4266.73,NY,14:04
15109,2216.36,PAR,06:09
15110,727.692,MUM,23:59
15111,9652.79,MUM,07:01
15112,3570.77,NY,07:05
15113,5807.29,CHI,11:54
15114,335.109,MUM,01:11
15115,8000.14,TX,13:43
15116,2634.49,TX,23:45
15117,990.881,LA,05:57
15118,7256.26,CHI,07:42
15119,5820.1,CHI,17:10
15120,229.478,NY,14:02
15121,9006.11,MUM,06:56
15122,1044.24,PAR,12:38
15123,9879.75,MUM,12:44
15124,628.948,TX,20:23
15125,2025.44,LA,15:57
15126,7611.52,MUM,13:48
15127,9767.05,LA,04:42
15128,7678.86,TX,10:00
15129,6378.54,TX,11:13
15130,3909.62,LA,04:41
15131,3868.04,LA,00:16
15132,5671.38,PAR,12:22
15133,4935.88,PAR,10:40
15134,1161.97,LA,20:14
15135,2690.04,TOK,03:50
15136,2990.53,NY,15:57
15137,4045.87,LON,02:31
15138,470.138,LON,20:12
15139,7193.75,LON,05:14
15140,3280.75,NY,22:32
15141,9245.04,NY,10:47
15142,6621.17,MUM,21:57
15143,9249.54,NY,23:43
15144,9862.43,TX,05:37
15145,3539.45,TX,20:43
15146,6391.5,CHI,07:47
15147,6534.15,LON,00:03
15148,4601.82,PAR,12:56
15149,8554.4,CHI,02:21
15150,1859.3,PAR,09:20
15151,7435.86,PAR,09:33
15152,3893.55,LON,04:49
15153,2707.87,LON,09:29
15154,4681.56,CHI,12:45
15155,392.188,CHI,00:01
15156,1324.61,NY,08:06
15157,1034.33,TX,11:41
15158,4726.71,MUM,08:52
15159,2456.35,CHI,18:17
15160,8953.47,LON,04:56
15161,4826.57,MUM,01:19
15162,5919.68,CHI,13:05
15163,1825.78,TOK,15:07
15164,4028.99,MUM,21:17
15165,421.205,TX,03:02
15166,4519.23,LA,07:27
15167,9832.24,TOK,13:38
15168,3402.3,TOK,23:40
15169,9323.86,PAR,16:56
15170,6123.49,MUM,11:20
15171,490.698,NY,17:09
15172,1498.36,PAR,18:58
15173,6234.4,TX,19:25
15174,1126.8,LA,17:35
15175,9464.27,LON,16:53
15176,1864.71,LON,09:32
15177,8664.69,LON,09:37
15178,6616.26,LON,04:01
15179,2617.41,MUM,10:17
15180,5677.19,TX,02:37
15181,254.11,LON,10:09
15182,8811.56,NY,20:32
15183,571.738,TX,08:55
15184,4425.99,LA,00:26
15185,8763.69,CHI,20:47
15186,6209.18,LON,19:13
15187,3467.42,MUM,19:55
15188,6249.62,TOK,18:21
15189,3483.46,PAR,17:10
15190,3337.36,TX,04:44
15191,3943.12,MUM,09:41
15192,98.2303,MUM,10:44
15193,4384.15,LA,07:01
15194,268.706,MUM,05:38
15195,5873.65,LA,16:14
15196,385.78,MUM,22:00
15197,8121.67,NY,05:17
15198,8088.56,NY,18:16
15199,4062.05,LA,23:54
15200,877.889,TOK,10:28
15201,1340.94,TOK,08:47
15202,4482.82,LA,23:29
15203,9312.56,LA,05:15
15204,2432.71,NY,11:07
15205,1705.33,TX,16:33
15206,3328.1,TX,17:22
15207,8716.93,LA,23:52
15208,8628.38,MUM,19:53
15209,3973.43,LA,03:15
15210,7754.71,TX,03:40
15211,8249.33,TX,17:38
15212,7552.97,LON,15:35
15213,4966.04,LA,00:58
15214,9350.6,LON,18:17
15215,1645.19,MUM,09:34
15216,3814.96,TOK,14:48
15217,5851.46,MUM,23:28
15218,2135.88,LA,14:59
15219,4747.86,PAR,16:30
15220,6898.95,CHI,07:05
15221,2217.34,LA,22:20
15222,7344.01,LON,09:26
15223,5593.38,CHI,05:52
15224,9723.65,LON,14:21
15225,4947.98,TOK,10:27
15226,8158.45,MUM,02:53
15227,594.854,CHI,12:43
15228,6543.86,CHI,11:47
15229,9069.66,TOK,16:26
15230,6584.56,CHI,03:39
15231,7094.1,PAR,15:14
15232,7141.04,TOK,10:47
15233,4499.17,TOK,19:49
15234,2979.05,MUM,02:02
15235,3506.38,CHI,07:35
15236,4417.49,MUM,05:48
15237,2043.89,TX,04:21
15238,8193.66,CHI,01:39
15239,3678.34,PAR,20:45
15240,6716.8,NY,16:39
15241,7962.73,TX,20:03
15242,3323.5,TX,16:16
15243,7471.55,PAR,17:33
15244,75.5738,LON,21:22
15245,1323,TOK,15:21
15246,352.404,LA,09:40
15247,7813.51,PAR,11:14
15248,2803.56,TOK,21:07
15249,78.1204,TX,11:09
15250,2013.71,TOK,17:02
15251,9570.45,MUM,09:14
15252,97.5656,LON,11:53
15253,32.7973,LON,06:17
15254,2077.35,CHI,00:58
15255,5127.03,TOK,15:02
15256,3599.84,LA,13:12
15257,502.567,LA,07:44
15258,1935.05,PAR,16:00
15259,9941.89,CHI,00:40
15260,4519.09,NY,21:22
15261,2028.03,PAR,05:44
15262,5409.11,CHI,05:13
15263,4615.79,TX,15:16
15264,958.239,PAR,17:19
15265,3753.24,TX,07:53
15266,139.913,CHI,06:44
15267,8126.54,LON,11:52
15268,8435.16,TOK,11:56
15269,272.448,PAR,01:27
15270,8657.57,TOK,13:30
15271,54.4201,LA,00:59
15272,70.3999,TOK,23:09
15273,4342.99,PAR,19:10
15274,1164.52,NY,14:33
15275,7046.94,TX,00:46
15276,2059.01,PAR,09:35
15277,1239.67,CHI,08:40
15278,8274.65,TOK,19:11
15279,3032.34,CHI,21:43
15280,847.876,NY,19:25
15281,5681.08,MUM,03:34
15282,12.797,LA,07:11
15283,1645.1,MUM,00:59
15284,342.525,CHI,14:50
15285,473.284,CHI,20:23
15286,8177.05,TX,19:12
15287,1587.14,TOK,01:45
15288,5519.6,LA,05:15
15289,9123.33,TOK,06:37
15290,2050.16,LA,00:00
15291,6989.5,LA,01:32
15292,8371.93,TOK,01:14
15293,4931.79,PAR,02:51
15294,2125.28,NY,03:39
15295,3212.36,PAR,20:25
15296,4660.74,TX,03:26
15297,8492.59,LA,22:43
15298,9593.25,TOK,02:43
15299,6947.49,LA,23:52
15300,7760.52,TX,09:41
15301,7597.19,LON,23:26
15302,317.535,TX,06:36
15303,4483.65,PAR,13:09
15304,9264.83,TX,03:29
15305,669.482,CHI,02:12
15306,5231.1,CHI,15:41
15307,6010.3,LON,23:28
15308,260.187,TX,00:35
15309,8460.15,MUM,22:20
15310,2824.38,PAR,19:53
15311,3668.54,CHI,21:12
15312,568.691,PAR,22:00
15313,2499.07,LON,20:37
15314,3493.4,TX,04:24
15315,7464.92,LA,09:15
15316,63.158,NY,07:07
15317,8940.35,TOK,05:44
15318,1437.82,CHI,06:34
15319,8365.6,TOK,20:36
15320,9720.1,TX,05:53
15321,9659.26,TOK,17:17
15322,7078.24,MUM,17:13
15323,1801.55,NY,16:33
15324,9361.75,MUM,19:14
15325,8887.23,CHI,19:03
15326,9086.85,TOK,20:13
15327,1747.26,PAR,16:20
15328,2892.47,NY,14:38
15329,4021.57,TOK,14:26
15330,8266.69,LON,19:02
15331,9551.93,LON,00:03
15332,7661.59,NY,03:01
15333,7342.3,LON,12:54
