ID=3 | Amount=7657.23 | Location=LA | Time=20:42
ID=29263 | Amount=9852.83 | Location=MUM | Time=09:26
ID=29264 | Amount=8679.01 | Location=LA | Time=21:58
ID=29265 | Amount=9749.09 | Location=CHI | Time=21:09
ID=29266 | Amount=9182.96 | Location=NY | Time=03:42
ID=29267 | Amount=8589.79 | Location=MUM | Time=23:27
ID=29269 | Amount=7201.6 | Location=TX | Time=08:50
ID=29270 | Amount=8670.17 | Location=TOK | Time=11:09
ID=29272 | Amount=9449.51 | Location=CHI | Time=12:08
ID=29275 | Amount=6566.22 | Location=TX | Time=01:31
ID=29277 | Amount=8079.61 | Location=TOK | Time=04:27
ID=29281 | Amount=5182.78 | Location=TOK | Time=12:48
ID=29282 | Amount=5373.88 | Location=TOK | Time=05:23
ID=29284 | Amount=7378.05 | Location=MUM | Time=04:00
ID=29285 | Amount=8770.63 | Location=CHI | Time=02:06
ID=29286 | Amount=8589.64 | Location=NY | Time=02:00
ID=29288 | Amount=5794.37 | Location=LA | Time=20:24
ID=29290 | Amount=5324.63 | Location=CHI | Time=09:32
ID=29301 | Amount=9857.89 | Location=LON | Time=20:36
ID=29302 | Amount=7829.54 | Location=TX | Time=06:09
ID=29304 | Amount=6730.11 | Location=MUM | Time=06:25
ID=29305 | Amount=8757.8 | Location=LON | Time=06:07
ID=29306 | Amount=5380.6 | Location=TX | Time=09:13
ID=29310 | Amount=8746.73 | Location=TOK | Time=01:18
ID=29311 | Amount=7714.83 | Location=TOK | Time=02:02
ID=29312 | Amount=8743.06 | Location=MUM | Time=06:58
ID=29313 | Amount=8903.35 | Location=NY | Time=14:51
ID=29314 | Amount=8419.48 | Location=TOK | Time=16:31
ID=29315 | Amount=7315.52 | Location=LA | Time=15:24
ID=29318 | Amount=6811.88 | Location=TX | Time=22:31
ID=29319 | Amount=9323.32 | Location=LA | Time=00:14
ID=29321 | Amount=5475.1 | Location=NY | Time=13:49
ID=29322 | Amount=6331.89 | Location=PAR | Time=11:40
ID=29324 | Amount=6353.68 | Location=MUM | Time=04:27
ID=29325 | Amount=8993.59 | Location=LON | Time=08:18
ID=29327 | Amount=6753.07 | Location=LON | Time=15:58
ID=29329 | Amount=7136.92 | Location=PAR | Time=00:55
ID=29336 | Amount=6367.38 | Location=TX | Time=05:10
ID=29338 | Amount=5214.91 | Location=LA | Time=22:10
ID=29340 | Amount=9859.58 | Location=TX | Time=02:39
ID=29341 | Amount=6622.06 | Location=TOK | Time=06:24
ID=29342 | Amount=6992.43 | Location=CHI | Time=13:36
ID=29347 | Amount=6578.4 | Location=LON | Time=15:24
ID=29348 | Amount=7819.84 | Location=CHI | Time=00:34
ID=29349 | Amount=5743.52 | Location=MUM | Time=03:08
ID=29350 | Amount=5885.65 | Location=MUM | Time=05:12
ID=29351 | Amount=7529.32 | Location=LON | Time=09:21
ID=29357 | Amount=7867.12 | Location=LA | Time=07:43
ID=29360 | Amount=6592.32 | Location=TOK | Time=16:13
ID=29365 | Amount=7514.43 | Location=NY | Time=10:40
ID=29368 | Amount=8838.46 | Location=MUM | Time=05:16
ID=29375 | Amount=7126.77 | Location=MUM | Time=22:55
ID=29379 | Amount=6107.78 | Location=MUM | Time=19:29
ID=29380 | Amount=9973.01 | Location=TOK | Time=17:59
ID=29381 | Amount=9102.48 | Location=TOK | Time=14:11
ID=29383 | Amount=5117.4 | Location=NY | Time=06:55
ID=29384 | Amount=9186.27 | Location=TOK | Time=20:04
ID=29386 | Amount=9417.79 | Location=NY | Time=03:46
ID=29388 | Amount=6804.57 | Location=LON | Time=22:20
ID=29389 | Amount=8467.56 | Location=MUM | Time=12:53
ID=29390 | Amount=8801.02 | Location=LON | Time=03:10
ID=29394 | Amount=5032.49 | Location=NY | Time=06:23
ID=29395 | Amount=7719.95 | Location=CHI | Time=06:36
ID=29397 | Amount=5872.48 | Location=TOK | Time=02:31
ID=29399 | Amount=6409.79 | Location=LA | Time=19:15
ID=29403 | Amount=9724.68 | Location=TOK | Time=17:39
ID=29405 | Amount=6439.73 | Location=LA | Time=22:14
ID=29407 | Amount=8901.22 | Location=MUM | Time=20:00
ID=29411 | Amount=8797.52 | Location=TX | Time=10:00
ID=29412 | Amount=8564.04 | Location=MUM | Time=05:07
ID=29413 | Amount=9077.26 | Location=TOK | Time=10:33
ID=29415 | Amount=5814.84 | Location=TX | Time=13:10
ID=29420 | Amount=7951.16 | Location=TX | Time=15:34
ID=29424 | Amount=9212.55 | Location=CHI | Time=13:20
ID=29428 | Amount=8573.62 | Location=TOK | Time=05:53
ID=29430 | Amount=7507.36 | Location=PAR | Time=09:33
ID=29433 | Amount=5038.25 | Location=LON | Time=07:27
ID=29434 | Amount=8702.42 | Location=PAR | Time=02:51
ID=29438 | Amount=8160.79 | Location=TX | Time=02:12
ID=29443 | Amount=7208.62 | Location=NY | Time=00:41
ID=29444 | Amount=5010.39 | Location=NY | Time=22:32
ID=29445 | Amount=9821.2 | Location=LON | Time=13:35
ID=29446 | Amount=6809.57 | Location=LON | Time=09:41
ID=29450 | Amount=7846.62 | Location=LON | Time=05:03
ID=29452 | Amount=7386.86 | Location=LON | Time=12:58
ID=29453 | Amount=7865.55 | Location=NY | Time=12:52
ID=29454 | Amount=7048.84 | Location=PAR | Time=04:01
ID=29455 | Amount=7039.72 | Location=LA | Time=02:23
ID=29457 | Amount=7813.09 | Location=LON | Time=17:11
ID=29458 | Amount=8091.19 | Location=LA | Time=16:33
ID=29462 | Amount=8767.64 | Location=CHI | Time=11:33
ID=29463 | Amount=5174.86 | Location=TX | Time=03:59
ID=29466 | Amount=7393.01 | Location=LON | Time=20:24
ID=29469 | Amount=7957.99 | Location=MUM | Time=06:01
ID=29473 | Amount=7296.72 | Location=LON | Time=23:23
ID=29475 | Amount=9384.82 | Location=LA | Time=06:25
ID=29480 | Amount=6831.34 | Location=TOK | Time=08:41
ID=29481 | Amount=7284.95 | Location=LA | Time=19:54
ID=29482 | Amount=6023.22 | Location=NY | Time=17:56
ID=29487 | Amount=6757.3 | Location=PAR | Time=14:42
ID=29488 | Amount=9926.08 | Location=TX | Time=14:57
ID=29489 | Amount=7084.63 | Location=LON | Time=09:17
ID=29490 | Amount=8708.94 | Location=LON | Time=22:50
ID=29495 | Amount=7109.52 | Location=LON | Time=19:34
ID=29496 | Amount=6603.41 | Location=NY | Time=05:51
ID=29497 | Amount=5644.45 | Location=CHI | Time=20:45
ID=29500 | Amount=6242.62 | Location=TX | Time=20:24
ID=29501 | Amount=7710.85 | Location=LON | Time=14:42
ID=29502 | Amount=6195.9 | Location=PAR | Time=23:45
ID=29503 | Amount=7470.14 | Location=PAR | Time=15:08
ID=29505 | Amount=7553.7 | Location=MUM | Time=15:31
ID=29508 | Amount=7492.83 | Location=LON | Time=14:38
ID=29509 | Amount=6331.67 | Location=LA | Time=02:07
ID=29512 | Amount=7395.03 | Location=NY | Time=17:02
ID=29513 | Amount=9159.48 | Location=TOK | Time=16:59
ID=29514 | Amount=6431.85 | Location=LON | Time=20:32
ID=29516 | Amount=9395.31 | Location=TOK | Time=17:45
ID=29517 | Amount=7662.66 | Location=LON | Time=12:05
ID=29520 | Amount=9730.05 | Location=TX | Time=19:35
ID=29523 | Amount=7922.17 | Location=LA | Time=12:02
ID=29524 | Amount=5888.6 | Location=LA | Time=17:51
ID=29525 | Amount=7741.55 | Location=CHI | Time=06:50
ID=29527 | Amount=9356.08 | Location=LA | Time=07:41
ID=29528 | Amount=7486.41 | Location=PAR | Time=18:42
ID=29529 | Amount=7929.97 | Location=TOK | Time=20:45
ID=29531 | Amount=7011.09 | Location=LA | Time=11:42
ID=29532 | Amount=5868.82 | Location=PAR | Time=18:05
ID=29533 | Amount=9579.79 | Location=PAR | Time=20:04
ID=29534 | Amount=5539.82 | Location=LON | Time=09:00
ID=29536 | Amount=6091.89 | Location=CHI | Time=03:13
ID=29537 | Amount=8100.99 | Location=NY | Time=14:32
ID=29538 | Amount=5718.48 | Location=LA | Time=02:17
ID=29540 | Amount=5125.33 | Location=TX | Time=05:05
ID=29541 | Amount=8572.65 | Location=CHI | Time=04:52
ID=29542 | Amount=9126.97 | Location=MUM | Time=12:30
ID=29544 | Amount=8355.99 | Location=PAR | Time=15:35
ID=29547 | Amount=8909.44 | Location=MUM | Time=15:20
ID=29551 | Amount=9436.28 | Location=LA | Time=11:15
ID=29554 | Amount=9340.53 | Location=NY | Time=19:27
ID=29556 | Amount=6241.62 | Location=PAR | Time=23:11
ID=29557 | Amount=5037.17 | Location=TX | Time=04:46
ID=29562 | Amount=8571.04 | Location=LA | Time=16:58
ID=29563 | Amount=8733.58 | Location=LA | Time=14:08
ID=29564 | Amount=6337.18 | Location=MUM | Time=10:19
ID=29568 | Amount=8730.78 | Location=LA | Time=14:10
ID=29569 | Amount=7575.26 | Location=PAR | Time=19:26
ID=29571 | Amount=6556.36 | Location=LON | Time=16:00
ID=29574 | Amount=7756.51 | Location=TX | Time=14:43
ID=29575 | Amount=6037.45 | Location=TX | Time=22:56
ID=29577 | Amount=5219.96 | Location=CHI | Time=00:35
ID=29578 | Amount=6298.04 | Location=TOK | Time=20:10
ID=29579 | Amount=9620.27 | Location=NY | Time=20:38
ID=29580 | Amount=5475.08 | Location=TOK | Time=03:07
ID=29583 | Amount=6393.08 | Location=TOK | Time=08:08
ID=29584 | Amount=7458.72 | Location=TX | Time=07:22
ID=29586 | Amount=6742.95 | Location=MUM | Time=11:55
ID=29587 | Amount=7600.64 | Location=PAR | Time=07:44
ID=29588 | Amount=6866.63 | Location=LA | Time=19:30
ID=29590 | Amount=6150.22 | Location=CHI | Time=16:23
ID=29591 | Amount=9023.41 | Location=TOK | Time=23:53
ID=29595 | Amount=6152.81 | Location=LON | Time=07:40
ID=29597 | Amount=7056.25 | Location=PAR | Time=07:53
ID=29598 | Amount=6348.98 | Location=NY | Time=13:01
ID=29601 | Amount=9498.63 | Location=NY | Time=03:17
ID=29603 | Amount=8595.41 | Location=TX | Time=03:17
ID=29604 | Amount=6076.82 | Location=TOK | Time=11:52
ID=29605 | Amount=8019.92 | Location=CHI | Time=23:02
ID=29607 | Amount=9323.01 | Location=LON | Time=21:39
ID=29609 | Amount=5857.46 | Location=LON | Time=14:20
ID=29612 | Amount=9610.16 | Location=MUM | Time=17:12
ID=29614 | Amount=5664.73 | Location=TX | Time=12:03
ID=29616 | Amount=8650.13 | Location=TOK | Time=21:40
ID=29617 | Amount=5627.12 | Location=MUM | Time=19:26
ID=29618 | Amount=8509.16 | Location=PAR | Time=19:19
ID=29619 | Amount=7858.46 | Location=LA | Time=05:46
ID=29622 | Amount=5578.47 | Location=TX | Time=10:51
ID=29623 | Amount=7150.63 | Location=LON | Time=00:01
ID=29626 | Amount=6195.14 | Location=CHI | Time=04:10
ID=29628 | Amount=5355.63 | Location=CHI | Time=18:28
ID=29632 | Amount=7189.35 | Location=TOK | Time=23:29
ID=29635 | Amount=9960.02 | Location=LA | Time=04:21
ID=29637 | Amount=8925.55 | Location=TX | Time=23:21
ID=29638 | Amount=5371.14 | Location=TOK | Time=19:30
ID=29639 | Amount=8803.09 | Location=LA | Time=09:33
ID=29640 | Amount=7619.55 | Location=MUM | Time=10:46
ID=29646 | Amount=9106.89 | Location=LA | Time=06:38
ID=29648 | Amount=9782.55 | Location=PAR | Time=23:27
ID=29649 | Amount=8638.85 | Location=LON | Time=07:16
ID=29650 | Amount=5064.38 | Location=PAR | Time=07:45
ID=29651 | Amount=5877.17 | Location=LON | Time=17:39
ID=29653 | Amount=6940.09 | Location=LON | Time=10:45
ID=29657 | Amount=5354.48 | Location=LA | Time=13:36
ID=29661 | Amount=8183.98 | Location=CHI | Time=01:03
ID=29662 | Amount=6405.27 | Location=TX | Time=18:16
ID=29663 | Amount=5877.82 | Location=PAR | Time=00:48
ID=29665 | Amount=6637.58 | Location=LA | Time=10:47
ID=29666 | Amount=9313.84 | Location=LA | Time=23:04
ID=29667 | Amount=7312.88 | Location=PAR | Time=23:00
ID=29668 | Amount=5711.66 | Location=PAR | Time=08:59
ID=29671 | Amount=7682.41 | Location=MUM | Time=20:20
ID=29672 | Amount=6788.19 | Location=CHI | Time=23:11
ID=29673 | Amount=8163.9 | Location=MUM | Time=10:03
ID=29674 | Amount=9733.93 | Location=LON | Time=10:12
ID=29675 | Amount=6768.12 | Location=MUM | Time=23:05
ID=29681 | Amount=7843.06 | Location=NY | Time=11:59
ID=29682 | Amount=6372.36 | Location=CHI | Time=10:21
ID=29683 | Amount=5575.52 | Location=PAR | Time=18:32
ID=29684 | Amount=6218 | Location=LON | Time=20:20
ID=29686 | Amount=9632.46 | Location=NY | Time=15:37
ID=29687 | Amount=6366.73 | Location=TX | Time=19:38
ID=29688 | Amount=9254.19 | Location=TOK | Time=00:38
ID=29692 | Amount=8589.2 | Location=LON | Time=18:11
ID=29693 | Amount=8177.19 | Location=LA | Time=13:05
ID=29695 | Amount=6362.86 | Location=LON | Time=18:47
ID=29696 | Amount=9423.89 | Location=TOK | Time=08:13
ID=29697 | Amount=9012.02 | Location=PAR | Time=21:39
ID=29698 | Amount=9841.84 | Location=TOK | Time=08:20
ID=29702 | Amount=7276.55 | Location=MUM | Time=21:02
ID=29703 | Amount=6206.62 | Location=MUM | Time=19:55
ID=29704 | Amount=5562.66 | Location=CHI | Time=01:13
ID=29705 | Amount=9578.95 | Location=LON | Time=22:44
ID=29707 | Amount=6761.31 | Location=TX | Time=09:30
ID=29708 | Amount=9730.36 | Location=CHI | Time=08:30
ID=29709 | Amount=7347.48 | Location=TOK | Time=17:52
ID=29711 | Amount=9323.61 | Location=MUM | Time=22:51
ID=29712 | Amount=7539.15 | Location=NY | Time=01:01
ID=29713 | Amount=6517.79 | Location=CHI | Time=14:53
ID=29715 | Amount=5293.42 | Location=PAR | Time=14:39
ID=29717 | Amount=8835.76 | Location=LA | Time=12:34
ID=29719 | Amount=7035.83 | Location=NY | Time=21:50
ID=29721 | Amount=9623.96 | Location=LON | Time=23:23
ID=29722 | Amount=9455.46 | Location=TOK | Time=15:51
ID=29723 | Amount=8607.19 | Location=CHI | Time=11:26
ID=29727 | Amount=9909.21 | Location=NY | Time=03:33
ID=29729 | Amount=9321.07 | Location=PAR | Time=16:37
ID=29734 | Amount=7117.82 | Location=MUM | Time=15:32
ID=29736 | Amount=8490.22 | Location=LON | Time=13:00
ID=29738 | Amount=9094.77 | Location=PAR | Time=09:17
ID=29741 | Amount=7471.46 | Location=TOK | Time=23:33
ID=29742 | Amount=8254.78 | Location=MUM | Time=07:30
ID=29743 | Amount=6848.42 | Location=TX | Time=16:50
ID=29744 | Amount=8884.76 | Location=PAR | Time=19:16
ID=29745 | Amount=5760.05 | Location=CHI | Time=07:38
ID=29747 | Amount=6339.72 | Location=LA | Time=22:42
ID=29749 | Amount=5326.4 | Location=PAR | Time=15:38
ID=29751 | Amount=7934.67 | Location=MUM | Time=21:46
ID=29752 | Amount=5212.79 | Location=LON | Time=02:42
ID=29754 | Amount=8579.88 | Location=LON | Time=03:30
ID=29758 | Amount=5718.34 | Location=CHI | Time=07:20
ID=29761 | Amount=8218.82 | Location=TOK | Time=23:11
ID=29764 | Amount=6190.34 | Location=LA | Time=21:32
ID=29765 | Amount=5303.14 | Location=LA | Time=00:51
ID=29766 | Amount=7924.82 | Location=NY | Time=17:34
ID=29768 | Amount=6079.17 | Location=PAR | Time=00:05
ID=29769 | Amount=6889.21 | Location=PAR | Time=18:15
ID=29770 | Amount=7461.74 | Location=MUM | Time=22:10
ID=29772 | Amount=9331.72 | Location=LON | Time=10:08
ID=29773 | Amount=8787 | Location=NY | Time=18:17
ID=29775 | Amount=6750.48 | Location=NY | Time=00:24
ID=29776 | Amount=6542.27 | Location=MUM | Time=02:50
ID=29778 | Amount=6239.97 | Location=NY | Time=18:09
ID=29780 | Amount=7424.2 | Location=TOK | Time=11:41
ID=29781 | Amount=8681.29 | Location=MUM | Time=20:15
ID=29783 | Amount=7376.83 | Location=LA | Time=04:35
ID=29784 | Amount=8690.05 | Location=NY | Time=00:29
ID=29786 | Amount=9355.11 | Location=LA | Time=13:02
ID=29787 | Amount=6949.71 | Location=PAR | Time=12:16
ID=29788 | Amount=9922.84 | Location=LA | Time=14:12
ID=29792 | Amount=9799.45 | Location=MUM | Time=12:03
ID=29793 | Amount=8147.4 | Location=MUM | Time=21:28
ID=29794 | Amount=5913.03 | Location=TX | Time=10:24
ID=29797 | Amount=7757.13 | Location=TOK | Time=21:21
ID=29798 | Amount=9033.83 | Location=NY | Time=09:44
ID=29799 | Amount=8018.61 | Location=LA | Time=10:32
ID=29800 | Amount=5610.63 | Location=PAR | Time=02:41
ID=29801 | Amount=9228.67 | Location=LA | Time=19:38
ID=29802 | Amount=7564.57 | Location=TOK | Time=06:03
ID=29807 | Amount=8959.08 | Location=NY | Time=04:14
ID=29809 | Amount=9538 | Location=TOK | Time=13:57
ID=29810 | Amount=8398.58 | Location=PAR | Time=14:09
ID=29811 | Amount=6446.74 | Location=LA | Time=00:57
ID=29813 | Amount=9444.82 | Location=LA | Time=13:19
ID=29814 | Amount=9206.22 | Location=MUM | Time=02:11
ID=29817 | Amount=8086.79 | Location=TX | Time=11:23
ID=29818 | Amount=6368.22 | Location=LON | Time=07:51
ID=29826 | Amount=7962.27 | Location=TOK | Time=01:44
ID=29827 | Amount=7455.24 | Location=NY | Time=03:42
ID=29828 | Amount=9453.42 | Location=TX | Time=00:13
ID=29829 | Amount=6371.96 | Location=MUM | Time=11:44
ID=29830 | Amount=5820 | Location=MUM | Time=16:44
ID=29832 | Amount=6656.36 | Location=CHI | Time=22:54
ID=29833 | Amount=8277.44 | Location=NY | Time=02:31
ID=29834 | Amount=6009.88 | Location=MUM | Time=18:13
ID=29835 | Amount=7969.64 | Location=NY | Time=12:44
ID=29836 | Amount=9554.94 | Location=LON | Time=01:42
ID=29838 | Amount=8463.17 | Location=LA | Time=06:39
ID=29840 | Amount=5075.53 | Location=CHI | Time=13:25
ID=29843 | Amount=8274.61 | Location=CHI | Time=14:51
ID=29844 | Amount=8843.31 | Location=CHI | Time=08:54
ID=29845 | Amount=7390.35 | Location=PAR | Time=00:07
ID=29851 | Amount=8780.52 | Location=PAR | Time=02:15
ID=29853 | Amount=5514.38 | Location=LON | Time=23:48
ID=29858 | Amount=9978.8 | Location=LA | Time=22:05
ID=29861 | Amount=8842.52 | Location=CHI | Time=07:36
ID=29862 | Amount=5277.99 | Location=TOK | Time=17:19
ID=29863 | Amount=8407.69 | Location=NY | Time=10:50
ID=29866 | Amount=8432.53 | Location=LON | Time=09:38
ID=29868 | Amount=6100.1 | Location=TX | Time=21:20
ID=29871 | Amount=9311.13 | Location=PAR | Time=00:40
ID=29872 | Amount=5840.2 | Location=PAR | Time=03:05
ID=29873 | Amount=6564.89 | Location=MUM | Time=12:36
ID=29874 | Amount=9377.67 | Location=TOK | Time=23:05
ID=29875 | Amount=6015.07 | Location=TOK | Time=19:51
ID=29876 | Amount=5718.53 | Location=LON | Time=09:59
ID=29878 | Amount=6195.56 | Location=LA | Time=00:13
ID=29880 | Amount=7656.63 | Location=NY | Time=03:02
ID=29882 | Amount=9267.43 | Location=PAR | Time=17:05
ID=29884 | Amount=6533.68 | Location=LA | Time=06:14
ID=29886 | Amount=8364.24 | Location=LON | Time=04:56
ID=29888 | Amount=5980.96 | Location=TOK | Time=02:44
ID=29889 | Amount=8739.19 | Location=LON | Time=06:45
ID=29892 | Amount=7565.89 | Location=TX | Time=16:37
ID=29893 | Amount=5518.65 | Location=PAR | Time=02:38
ID=29894 | Amount=6511.61 | Location=LA | Time=01:28
ID=29895 | Amount=6251.61 | Location=PAR | Time=01:13
ID=29901 | Amount=6018.24 | Location=MUM | Time=09:21
ID=29903 | Amount=8761.62 | Location=LON | Time=07:58
ID=29905 | Amount=9069.14 | Location=LON | Time=14:01
ID=29909 | Amount=9518.31 | Location=CHI | Time=02:08
ID=29912 | Amount=6551.66 | Location=LON | Time=16:52
ID=29913 | Amount=8155.04 | Location=NY | Time=04:33
ID=29914 | Amount=8654.29 | Location=CHI | Time=10:12
ID=29915 | Amount=7744 | Location=PAR | Time=05:34
ID=29916 | Amount=7247.04 | Location=TX | Time=17:13
ID=29917 | Amount=9376.77 | Location=LA | Time=10:18
ID=29918 | Amount=9187.42 | Location=MUM | Time=14:36
ID=29920 | Amount=8007 | Location=NY | Time=18:30
ID=29923 | Amount=7309.32 | Location=LA | Time=00:39
ID=29924 | Amount=5431.59 | Location=CHI | Time=15:08
ID=29929 | Amount=8131.18 | Location=LA | Time=14:56
ID=29930 | Amount=8799.64 | Location=LON | Time=00:49
ID=29935 | Amount=9216.21 | Location=NY | Time=01:53
ID=29936 | Amount=8914.96 | Location=TOK | Time=03:27
ID=29937 | Amount=5490.67 | Location=TX | Time=08:41
ID=29938 | Amount=5778.14 | Location=CHI | Time=08:29
ID=29940 | Amount=7595.89 | Location=CHI | Time=07:43
ID=29947 | Amount=5263.94 | Location=NY | Time=15:31
ID=29949 | Amount=8496.54 | Location=MUM | Time=08:50
ID=29950 | Amount=7937.87 | Location=NY | Time=16:30
ID=29952 | Amount=7161.45 | Location=NY | Time=01:55
ID=29959 | Amount=7633.66 | Location=LA | Time=11:24
ID=29963 | Amount=6216.15 | Location=LON | Time=23:27
ID=29966 | Amount=5968.93 | Location=MUM | Time=07:03
ID=29967 | Amount=6844 | Location=TX | Time=10:24
ID=29970 | Amount=6977.6 | Location=TOK | Time=10:34
ID=29974 | Amount=5211.82 | Location=NY | Time=16:48
ID=29976 | Amount=5852.57 | Location=LON | Time=01:56
ID=29977 | Amount=7918.67 | Location=PAR | Time=05:17
ID=29979 | Amount=8032.28 | Location=LA | Time=22:54
ID=29980 | Amount=8386.62 | Location=LON | Time=03:08
ID=29982 | Amount=7124.16 | Location=LON | Time=12:58
ID=29984 | Amount=5004.09 | Location=LA | Time=10:05
ID=29985 | Amount=5674.87 | Location=NY | Time=14:23
ID=29986 | Amount=7549.14 | Location=MUM | Time=23:11
ID=29987 | Amount=7219.53 | Location=PAR | Time=04:07
ID=29988 | Amount=9783.62 | Location=NY | Time=12:30
ID=29990 | Amount=7255.21 | Location=LA | Time=00:47
ID=29992 | Amount=7016.48 | Location=TOK | Time=04:54
ID=29993 | Amount=9628.47 | Location=TX | Time=23:27
ID=29996 | Amount=6246.87 | Location=PAR | Time=04:34
ID=29997 | Amount=8859.85 | Location=TOK | Time=19:40
ID=29999 | Amount=5900.43 | Location=TX | Time=23:37
ID=30002 | Amount=6997.2 | Location=TOK | Time=22:23
ID=30004 | Amount=9407.94 | Location=PAR | Time=06:27
ID=30006 | Amount=5738.69 | Location=TX | Time=03:58
ID=30008 | Amount=5681.62 | Location=LA | Time=09:41
ID=30010 | Amount=7399.95 | Location=NY | Time=04:47
ID=30011 | Amount=6031.85 | Location=MUM | Time=16:10
ID=30013 | Amount=6848.51 | Location=PAR | Time=10:53
ID=30016 | Amount=8969.59 | Location=PAR | Time=03:26
ID=30019 | Amount=7169.66 | Location=MUM | Time=15:38
ID=30021 | Amount=6331.25 | Location=TX | Time=04:40
ID=30023 | Amount=8585.04 | Location=PAR | Time=07:27
ID=30025 | Amount=9323.82 | Location=NY | Time=09:16
ID=30026 | Amount=9223.8 | Location=MUM | Time=19:00
ID=30030 | Amount=8976.82 | Location=LA | Time=12:35
ID=30031 | Amount=6765.39 | Location=TX | Time=18:18
ID=30032 | Amount=9097.64 | Location=TOK | Time=14:58
ID=30033 | Amount=8165.27 | Location=NY | Time=20:08
ID=30034 | Amount=6594.51 | Location=NY | Time=23:59
ID=30035 | Amount=5373.45 | Location=CHI | Time=09:53
ID=30036 | Amount=5115.33 | Location=TX | Time=23:50
ID=30038 | Amount=8115.81 | Location=CHI | Time=12:24
ID=30039 | Amount=7715.77 | Location=LON | Time=17:42
ID=30044 | Amount=6855.42 | Location=LA | Time=07:25
ID=30045 | Amount=8318.88 | Location=LON | Time=23:02
ID=30046 | Amount=6530.88 | Location=CHI | Time=16:36
ID=30047 | Amount=7048.79 | Location=PAR | Time=16:49
ID=30049 | Amount=9817.66 | Location=TX | Time=16:29
ID=30050 | Amount=6529.56 | Location=LON | Time=00:53
ID=30052 | Amount=5699.09 | Location=CHI | Time=02:59
ID=30053 | Amount=7347.48 | Location=MUM | Time=06:19
ID=30054 | Amount=6515.9 | Location=TOK | Time=13:50
ID=30055 | Amount=8321.66 | Location=TOK | Time=11:22
ID=30056 | Amount=7167.17 | Location=TOK | Time=00:26
ID=30058 | Amount=7071.72 | Location=LON | Time=08:43
ID=30059 | Amount=7563.64 | Location=TX | Time=00:50
ID=30060 | Amount=5766.1 | Location=LA | Time=06:36
ID=30062 | Amount=8352.3 | Location=NY | Time=09:50
ID=30066 | Amount=5230.9 | Location=TOK | Time=03:47
ID=30069 | Amount=8801.26 | Location=LON | Time=12:46
ID=30070 | Amount=6832.37 | Location=MUM | Time=02:22
ID=30074 | Amount=9252.42 | Location=LA | Time=02:48
ID=30083 | Amount=6982.98 | Location=MUM | Time=12:42
ID=30089 | Amount=5276.92 | Location=NY | Time=07:21
ID=30090 | Amount=5628.83 | Location=LA | Time=08:51
ID=30092 | Amount=8536.25 | Location=NY | Time=17:16
ID=30094 | Amount=9540.01 | Location=TX | Time=11:54
ID=30095 | Amount=8263.02 | Location=LA | Time=22:33
ID=30097 | Amount=6051.04 | Location=LON | Time=11:44
ID=30099 | Amount=8808.02 | Location=TX | Time=22:48
ID=30101 | Amount=6168.63 | Location=TOK | Time=14:30
ID=30102 | Amount=9124.56 | Location=NY | Time=19:03
ID=30103 | Amount=8694.36 | Location=TOK | Time=22:45
ID=30104 | Amount=6458.81 | Location=PAR | Time=21:18
ID=30105 | Amount=6238.82 | Location=NY | Time=06:29
ID=30106 | Amount=7121.39 | Location=PAR | Time=14:12
ID=30107 | Amount=9426.34 | Location=TX | Time=22:44
ID=30108 | Amount=5299.29 | Location=MUM | Time=17:43
ID=30109 | Amount=5118.09 | Location=MUM | Time=11:55
ID=30111 | Amount=6566.47 | Location=LA | Time=09:53
ID=30112 | Amount=5506.25 | Location=LON | Time=12:03
ID=30114 | Amount=9003.31 | Location=TX | Time=05:20
ID=30115 | Amount=6688.13 | Location=MUM | Time=02:45
ID=30116 | Amount=9809.29 | Location=TX | Time=15:35
ID=30120 | Amount=5579.67 | Location=LON | Time=16:27
ID=30121 | Amount=9752.59 | Location=NY | Time=11:53
ID=30122 | Amount=8485.89 | Location=PAR | Time=18:41
ID=30124 | Amount=9915.14 | Location=TOK | Time=00:57
ID=30125 | Amount=7997.79 | Location=TX | Time=02:48
ID=30126 | Amount=7322.79 | Location=CHI | Time=02:10
ID=30128 | Amount=9900.09 | Location=NY | Time=21:47
ID=30130 | Amount=5124.93 | Location=TOK | Time=20:07
ID=30131 | Amount=8006.38 | Location=TX | Time=13:28
ID=30132 | Amount=9177.82 | Location=LA | Time=08:38
ID=30133 | Amount=8429.06 | Location=LA | Time=16:11
ID=30134 | Amount=6228.02 | Location=TX | Time=20:48
ID=30138 | Amount=9068.13 | Location=LON | Time=04:59
ID=30139 | Amount=5147.32 | Location=TX | Time=16:32
ID=30140 | Amount=7660.34 | Location=PAR | Time=06:34
ID=30143 | Amount=7705.46 | Location=NY | Time=22:18
ID=30145 | Amount=9391.61 | Location=CHI | Time=14:06
ID=30147 | Amount=7719.74 | Location=CHI | Time=07:18
ID=30148 | Amount=5703.1 | Location=NY | Time=23:28
ID=30150 | Amount=9168.02 | Location=CHI | Time=19:06
ID=30154 | Amount=5650.42 | Location=TX | Time=08:22
ID=30156 | Amount=7158.49 | Location=MUM | Time=14:25
ID=30157 | Amount=7827.34 | Location=PAR | Time=19:16
ID=30159 | Amount=6894.57 | Location=NY | Time=14:55
ID=30162 | Amount=6955.71 | Location=NY | Time=08:05
